Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,kenflys19,Great food  great atmosphere. Good for a special treat.,My wife and I had the pleasure of dinner at Kobi Jones Teppanyaki at The Rocks. We were greeted at the door and taken directly to the Teppan grille. We were seated with 8 other guests. The show started. An 11 course was prepared in front of us with some pretty interesting cutting/cooking skills. Fresh scallops  king crab and the...   More,31,14,12,Sydney  New South Wales,February 14  2012,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,SKTravellerSydney,Don't miss,This is a very large open air  encompassing many streets flea market Many artisans with unique wares and local crafts.,30,25,21,Sydney  New South Wales,January 5  2012,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,PJchip,A BIT PRICEY,I thought this was one of the best Teppanyaki restaurants I have been to but the overpriced menu really lets it down.,8,8,0,Sydney  New South Wales,January 3  2012,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,lockjp,Yummy,Cute little place to eat  next door to Shangri La  love how its set up  conversation flowed and the food was yummy. Took quite awhile to be seated however even with a reservation but frankly we chatted and looked over the menu so not gonna say it was time wasted. For sure would go back.,9,3,6,Sydney  New South Wales,November 17  2011,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Burro12,Awful experience  food just ok  very expensive,I love Japanese food and was looking forward to tasting this restaurant to celebrate some anniversary. I have tasted a lot of places around the city and this one is definitely the worst quality/cost ratio. Very expensive  so I was truly impatient but when the first meals arrived I was awfully disappointed  the fish was hardly fresh  especially for sashimis ...   More,70,151,55,Sydney  New South Wales,September 7  2011,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Ray d,Good Teppanyaki Restaurant,If you like Teppanyaki style dining then this is a great Sydney restaurant. I have eaten here often and never been disappointed. Fresh  good food with typical Japanese service. Worth a visit.,307,151,215,Sydney  New South Wales,September 2  2011,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,charisma007,good Japanese,I have dined here a number of times and have been impressed with the stanard of the food and the service. The sashimi is wonderfully fresh and I love the tempura however the cost is on the high side. Try and sit at the teppanyaki bar if posibble.,52,64,35,Sydney  New South Wales,August 17  2011,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,idlBrussels,Expensive for japanese but fun watching your personal chef,Expensive for japanese but fun watching your personal chef,11,17,0,Sydney  New South Wales,January 30  2008,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Siena C,not good,we went 1 evening with the whole family. service very poor  they forgot a few times the drinks. our neighbours never got their miso soup  food not bad but not the best for the price. terrible air circulation. we left our table to sit at the entrance when they started to make the food in the next room because of...   More,13,0,12,Sydney  New South Wales,January 7  2010,2
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,ShoeGalSyd,Vibrant & Funky....but,Didnt book busy helpful staff  wide demograhic. We had tapas  the beef cheek  octopus  pork belly all good pork belly a bit cold and one dish came out a little other than that would def go backpork belly,1,0,0,Rozelle  Sydney,10 October 2015,3
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Andrew_wanderer,Extremely disappointed!,Went to dinner with the family as we hadn't had Spanish food in a while and were interested in trying a new place. Service was ok but a little rusty. Ordered a paella which was awfully bland and tasteless. Quite disappointing as I was really looking forward to having a delicious paella. You'll get better value from Maccas  with much...   More,1,0,0,Sydney  New South Wales,1 week ago,1
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Elaine J,Dissapointing,The food was pretty bland  i usually go out to eat somthing i couldnt cook better than myself. It seemed to take forever just to get an entree of two slices of bread! Our mains Took approximatly an hour and a half to get seved and the place was about half full. The paella was well overpriced for the quality...   More,15,5,13,Drummoyne  Sydney,1 week ago,1
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,David V,Quick relaxing lunch,Friendly service from waiter  great swordfish steak  pork ribs  chicken thugs & hake chowder with a good wine. Thankyou,1,1,0,Sydney  New South Wales,1 week ago,5
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,lostpilgrim2010,El Beso A Spanish Tragedy,It really saddens me deeply to have to post this review as it is the first time I have ever done so on one of these sites  my experience last Sunday Night at El Beso however compelled me to do so. Coming from a Spanish background my mother and abuelos being spaniards (madrilleos) I was bought up on true traditional...   More,9,10,0,Stanmore  Sydney,3 weeks ago,1
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Rahul G,A Spanish experience?,A bit of Spain in Darlinghurst  i dont think so. I have visited Spain several times  more often than not the people and food are great. Unfortunately El beso has let the side down. My wife and I visited our daughter in Sydney over Christmas. An online booking was made and confirmed by phone for 1pm Boxing day. We were...   More,1,1,0,Sydney  New South Wales,30 December 2015,1
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Nachetito,SAVE YOU MONEY AND TIME,If you looking for a good night out then please avoid Elbeso. Dint know it was Yumcha style service (not advertised online  but our fault should have asked when booking. just for your info) Too much s..t happened to explain in detail  to keep it short  I can say  it was the worst service ever and ate just two tapas ...   More,1,2,0,Sydney  New South Wales,18 December 2015,1
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Kasey C,Something is changing.....,I have been here a few times. I'm Spanish myself. I must say that the food has always been really good  just the way my mum cooks it. If people look for fine dinning this is definitively not the place  this is a traditional Spanish food  home food  hearty food undeniably the way we eat in Spain. Re to the...   More,19,3,18,Sydney  New South Wales,8 December 2015,5
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Nikki F,Terrible,We stopped at El Beso for a wine and tapas  the atmosphere was okay but the food was awful. We had olives  calamari and croquettes-the olives were almost mushy  the calamari was unseasoned served with no sauce and tasted of flour  the croquettes had next to no filling and left a very unpleasant aftertaste. I would not recommend this restaurant.,66,35,43,Sydney  New South Wales,8 November 2015,1
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Damien J,Good food but service is slow,We went here on a voucher deal and it seemed like a good idea. Though the restaurant was pretty empty  we waited a full five minutes after being seated to even look at a menu. The waiter was very friendly but he was working alone for half the night and seemed totally snowed under. Our deal came with cocktails- again...   More,8,0,7,Sydney  Australia,30 October 2015,4
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Pfol,Disappointing,Bit of an impulse eat- we were on our way to Una's up the road. Knowing how interesting and exciting Spanish food can be we found this restaurant to be pretty routine; lots of paprika smothered in creamy source (?). We ordered sharing portions ($15) and found them to be the size one might expect in... read more,3,2,0,Sydney,September 25  2015,3
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,Tripmax86,Don't bother if you have a voucher,We often get vouchers to try out various restaurants and have NEVER walked out before. One over worked waiter for a reasonably busy night who prioritised the paying customers left us more than annoyed. After asking for more water I eventually got it myself. The food was only so so and having ordered our desert up front as part of...   More,18,28,8,Rozelle  Sydney,October 7  2015,1
El Beso of Spain,247 Victoria Street | Darlinghurst Sydney New South Wales 2010 Australia,PaulLouSydney,Disappointing,Bit of an impulse eat- we were on our way to Una's up the road. Knowing how interesting and exciting Spanish food can be we found this restaurant to be pretty routine; lots of paprika smothered in creamy source (?). We ordered sharing portions ($15) and found them to be the size one might expect in a tapas bar. The...   More,86,27,38,Sydney  New South Wales,September 25  2015,3
